eem_id,document,cat_lev1,cat_lev2,eem_name,uni_code_manual
1237,BSYNC,Advanced Metering Systems,0,Install advanced metering systems,D5010
1238,BSYNC,Advanced Metering Systems,0,Clean and/or repair,D5010
1239,BSYNC,Advanced Metering Systems,0,Implement training and/or documentation,D5010
1240,BSYNC,Advanced Metering Systems,0,"Upgrade operating protocols, calibration, and/or sequencing",D5010
1241,BSYNC,Advanced Metering Systems,0,Other,D5010
1242,BSYNC,Boiler Plant Improvements,0,Replace boiler,D3020
1243,BSYNC,Boiler Plant Improvements,0,Replace burner,D3020
1244,BSYNC,Boiler Plant Improvements,0,Decentralize boiler,D3020
1245,BSYNC,Boiler Plant Improvements,0,Insulate boiler room,D3020
1246,BSYNC,Boiler Plant Improvements,0,Add energy recovery,D3020
1247,BSYNC,Boiler Plant Improvements,0,Convert gas-fired unit to boiler loop,D3020
1248,BSYNC,Boiler Plant Improvements,0,Convert system from steam to hot water,D3020
1249,BSYNC,Boiler Plant Improvements,0,Clean and/or repair,D3020
1250,BSYNC,Boiler Plant Improvements,0,Implement training and/or documentation,D3020
1251,BSYNC,Boiler Plant Improvements,0,"Upgrade operating protocols, calibration, and/or sequencing",D3020
1252,BSYNC,Boiler Plant Improvements,0,Convert to Cleaner Fuels,D3020
1253,BSYNC,Boiler Plant Improvements,0,Other,D3020
1254,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Add heat recovery,D3060
1255,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Add or upgrade BAS/EMS/EMCS,D3060
1256,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Add or upgrade controls,D3060
1257,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Convert pneumatic controls to DDC,D3060
1258,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,"Upgrade operating protocols, calibration, and/or sequencing",D3060
1259,BSYNC,Building Automation Systems/Energy Management Control Systems (EMCS),0,Other,D3060
1260,BSYNC,Building Envelope Modifications,0,Air seal envelope,B
1261,BSYNC,Building Envelope Modifications,0,Increase wall insulation,B2010
1262,BSYNC,Building Envelope Modifications,0,Insulate thermal bypasses,B
1263,BSYNC,Building Envelope Modifications,0,Increase ceiling insulation,C3030
1264,BSYNC,Building Envelope Modifications,0,Increase roof insulation,B3010
1265,BSYNC,Building Envelope Modifications,0,Insulate attic hatch / stair box,C1020
1266,BSYNC,Building Envelope Modifications,0,Add attic/knee wall insulation,C1010
1267,BSYNC,Building Envelope Modifications,0,Install cool/green roof,B3010
1268,BSYNC,Building Envelope Modifications,0,Add shading devices,B2010
1269,BSYNC,Building Envelope Modifications,0,Add window films,B2020
1270,BSYNC,Building Envelope Modifications,0,Install or replace solar screens,B2010
1271,BSYNC,Building Envelope Modifications,0,Replace glazing,B2020
1272,BSYNC,Building Envelope Modifications,0,Replace windows,B2020
1273,BSYNC,Building Envelope Modifications,0,Increase floor insulation,B1010
1274,BSYNC,Building Envelope Modifications,0,Insulate foundation,A1010
1275,BSYNC,Building Envelope Modifications,0,Clean and/or repair,B
1276,BSYNC,Building Envelope Modifications,0,Close elevator and/or stairwell shaft vents,B3020
1277,BSYNC,Building Envelope Modifications,0,Other,B
1278,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Add pipe insulation,D3040
1279,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Repair and/or replace steam traps,D3040
1280,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,"Retrofit and replace chiller plant pumping, piping, and controls",D3030
1281,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Repair or replace existing condensate return systems or install new condensate return systems,D3040
1282,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Add recirculating pumps,D2020
1283,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace or upgrade water heater,D2020
1284,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Add energy recovery,D3040
1285,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Install solar hot water system,D2020
1286,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Separate SHW from heating,D2020
1287,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace with higher efficiency pump,D3040
1288,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace with variable speed pump,D3040
1289,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Install or upgrade master venting,D3040
1290,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Replace steam traps with orifice plates,D3040
1291,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Install steam condensate heat recovery,D3040
1292,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Clean and/or repair,D3040
1293,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Implement training and/or documentation,D3040
1294,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,"Upgrade operating protocols, calibration, and/or sequencing",D3040
1295,BSYNC,"Chilled Water, Hot Water, and Steam Distribution Systems",0,Other,D3040
1296,BSYNC,Chiller Plant Improvements,0,Add energy recovery,D3030
1297,BSYNC,Chiller Plant Improvements,0,Install VSD on electric centrifugal chillers,D3030
1298,BSYNC,Chiller Plant Improvements,0,Replace chiller,D3030
1299,BSYNC,Chiller Plant Improvements,0,Install gas cooling,D3030
1300,BSYNC,Chiller Plant Improvements,0,Add or repair economizer cycle,D3030
1301,BSYNC,Chiller Plant Improvements,0,Add or replace cooling tower,D3030
1302,BSYNC,Chiller Plant Improvements,0,Clean and/or repair,D3030
1303,BSYNC,Chiller Plant Improvements,0,Implement training and/or documentation,D3030
1304,BSYNC,Chiller Plant Improvements,0,"Upgrade operating protocols, calibration, and/or sequencing",D3030
1305,BSYNC,Chiller Plant Improvements,0,Other,D3030
1306,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Add elevator regenerative drives,D1010
1307,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Upgrade controls,D1010
1308,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Upgrade motors,D1010
1309,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Clean and/or repair,D1010
1310,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Implement training and/or documentation,D1010
1311,BSYNC,"Conveyance Systems (e.g., Elevators)",0,"Upgrade operating protocols, calibration, and/or sequencing",D1010
1312,BSYNC,"Conveyance Systems (e.g., Elevators)",0,Other,D1010
1313,BSYNC,Data center energy conservation improvements,0,Improve data center efficiency,E1010
1314,BSYNC,Data center energy conservation improvements,0,Implement hot aisle hold aisle design,E1010
1315,BSYNC,Data center energy conservation improvements,0,Implement server virtualization,E1010
1316,BSYNC,Data center energy conservation improvements,0,Upgrade servers,E1010
1317,BSYNC,Data center energy conservation improvements,0,Clean and/or repair,E1010
1318,BSYNC,Data center energy conservation improvements,0,Implement training and/or documentation,E1010
1319,BSYNC,Data center energy conservation improvements,0,"Upgrade operating protocols, calibration, and/or sequencing",E1010
1320,BSYNC,Data center energy conservation improvements,0,Other,E1010
1321,BSYNC,Distributed Generation,0,Install CHP/cogeneration systems,D3010
1322,BSYNC,Distributed Generation,0,Install fuel cells,D3010
1323,BSYNC,Distributed Generation,0,Install microturbines,D3010
1324,BSYNC,Distributed Generation,0,Convert fuels,D3010
