category,subcategory,uniformat code,uniformat description,url,title
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/d4f06c7f-44af-4212-b25c-0cb8e49a1986,Optimizing Operational Efficiency: Integrating Energy Information Systems and Model-Based Diagnostics
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/625a70d1-a751-4889-b41c-997191a79f41,Intelligent Building Management with Holistic Digital Lighting
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/e130c118-7879-4a02-b54c-1cb2cdda29bd,Systems Approach to Improved Facility Energy Performance
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/1276d6f1-16ba-436e-a032-3314f3f79c38,Exhaust Hood and Makeup Air Optimization
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/4182fba3-1ecc-4239-bcd2-b003102f1734,NextGen AC Package Unit as a DoD UESC/ESPC Energy Conservation Measure
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/fe76919d-36af-4ad8-b601-ccdc37c212ba,Central Plant Optimization for Waste Energy Reduction
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/9c14701b-cf05-4e3b-a66d-6af05ce798aa,Demonstration and Testing of ClimaStat® for Improved DX Air-Conditioning Efficiency
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/739d67ad-03e0-4ae0-ac25-b7ab5db3bdd9,Intelligent HVAC Load Management for Energy Efficient and Disaster Resilient Building Operations
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/169b9fe9-1c95-47c2-b6eb-0aa46f8e0d23,Technology Transfer: Converting Multizone HVAC Systems from Constant to Variable Volume
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/9d044c37-5ee4-4489-8ce7-4cef0f9c59cc,Demonstration of a Building Automation System Embedded Performance Degradation Detector Using Virtual Water/Air Flow Meters
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/50799bb9-2566-4352-b540-efbc649aaf2b,Solving Low Delta T Syndrome in Hydronic Systems
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/c97ec8df-5010-4500-a8cc-d8e44a21e852,Comprehensive Information Transfer Approaches for Advanced Building Controls and Management Projects
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/3b6a1d7d-6403-40e0-8dc5-af4f41bdc3bf,"High Efficiency and Reduced Emissions Boiler System for Steam, Heat, and Processing"
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/e1bed4b6-7123-4bc6-8ef5-fd2ea882913d,Energy Performance Monitoring and Optimization System for DoD Campuses
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/55639512-d0a9-4b53-a6d5-15da7fcd00c5,"Converting Constant Volume, Multizone Air Handling Systems to Energy-Efficient Variable Air Volume Multizone Systems"
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/c041a4d7-5582-41b7-bb2d-48f466929940,Validating the COOLNOMIX AC and Refrigeration Compressor Control Retrofit
ESTCP,,D306001,HVAC CONTROLS,https://serdp-estcp.mil/projects/details/d9814396-3d00-4ed8-94c6-7fa345cdfb7e,Demonstration of Energy Savings in Commercial Buildings for Tiered Trim and Respond Method in Resetting Static Pressure for VAV Systems
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/2d5092f7-9191-4503-affe-8f5c80d21cc6,Utilization of Advanced Conservation Voltage Reduction (CVR) for Energy Reduction on DoD Installations
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/6b6f5248-7a71-4bb1-b308-30af5e0ee424,Optimizing Facility Operations by Applying Machine Learning to the Army Reserve Enterprise Building Control System
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/970bc025-49bb-4d9c-bb2c-b267f3244b03,Middleware Solution for Standardization and Analysis of Disparate Facility Infrastructure
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/b0d58952-c887-4de4-baeb-338638e5a22b,Fault Detection & Diagnostics (FDD) Demonstration at DoD Facilities
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/faccea92-8a9b-4dab-9051-f6d91ef6e28e,Validating the Cimetrics Analytika HVAC Commissioning Platform
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/0ac40589-c25a-46f7-88d6-a755087ab0bb,Navigator Cloud-Based Predictive Analytics
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/8a08337f-5ede-451d-a16e-90c039d6a40a,"Better Buildings, Smaller Bootprint – Smart Building Program for DoD"
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/518e4d87-3ffc-4f49-a0bc-9ee556e1d1bd,"Advanced Micro-Grid Energy Management Coupled with Integrated Volt/VAR Control for Improved Energy Efficiency, Energy Security, and Power Quality at DoD Installations"
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/1130b09f-f864-4478-aa85-55dc0636f204,Wireless Platform for Energy-Efficient Building Control Retrofits
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/d8445d89-4c7e-4406-b50a-aac5df1e1a37,Scalable Deployment of Advanced Building Energy Management Systems
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/625a70d1-a751-4889-b41c-997191a79f41,Energy Performance Monitoring and Optimization System for DoD Campuses
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/fb09b3f2-6cce-4230-89de-0b659a14bd78,Integrated Control for Building Energy Management
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/b59d0a83-13f8-4d9b-976f-7df0275abd5d,Collaborative Building Energy Management and Control
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/0d2cb915-d2f8-41cf-8a10-181f12373eec,Demonstrating Enhanced Demand Response Program Participation for Naval District Washington
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/8a98c395-71b3-4340-8c95-6d892d2e045f,Building Performance Optimization while Empowering Occupants toward Environmentally Sustainable Behavior through Continuous Monitoring and Diagnostics
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/1e7d6bb8-efad-4c50-8ec9-5c7b5d063a6a,Rapid Deployment of Optimal Control for Building HVAC Systems Using Innovative Software Tools and a Hybrid Heuristic/Model-Based Control Approach
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/837e2279-2a13-45ea-8d60-ac7bcc08858b,Software-Defined Wireless Decentralized Building Management System
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/55639512-d0a9-4b53-a6d5-15da7fcd00c5,Comprehensive Information Transfer Approaches for Advanced Building Controls and Management Projects
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/b9d515fa-6924-4841-9eda-9e295df12144,Applying Semantic Metadata Standardization Demonstration at DoD Facilities
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/7aedbf71-3138-49f7-a678-501323008c2d,Distributed Power Systems for Sustainable Energy Resources
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/8231ba53-0c6d-4a86-81ff-2f9fc1bb270b,Converged Energy Management Control System
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/8b458c23-ca59-438b-a2d1-edae8b73c2b5,NDW Cognitive Energy Management System
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/bc023678-f6ba-4057-a020-e9778586a863,Secure Automated Microgrid Energy System
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/169b9fe9-1c95-47c2-b6eb-0aa46f8e0d23,Demonstration of a Building Automation System Embedded Performance Degradation Detector Using Virtual Water/Air Flow Meters
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/3defab5d-a177-41d5-b925-10757d80aa98,"Technologies Integration to Achieve Resilient, Low-Energy Military Installations"
ESTCP,,D509006,ENERGY MANAGEMENT CONTROL SYSTEM,https://serdp-estcp.mil/projects/details/2a965401-d176-4bc7-834f-64d799b96ff1,"Demonstration of Intelligent Circuit Breakers for Energy Management, Verification, and Load Control"
